Prompt;Number of parameters;distance;total operation time;PTO operation time;idle time;driving time;stops;stops with PTO engaged;vehicle speed;engine speed;axle 1 load;axle 2 load;axle 3 load;payload;total fuel consumption;compaction cycles;lifter cycles;refulling time
"Input text:
Textual context: In a typical day, a vehicle travels between 20 and 110 km.
It is not common for a vehicle to drive for less than 1 hour or more than 5 hours in a day.
Usually, a vehicle makes 20 to 250 stops with the PTO engaged per day.
It is unusual for a vehicle to operate at speeds outside the range of 0 to 80 km/h in a day.
It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
In a typical day, a vehicle's axle 1 load is between 2000 and 8000 kg.
On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
It is infrequent for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
";8;1;0;0;0;1;0;1;1;1;1;0;1;0;0;0;1;0
"Input text:
Textual context: It is rare for a vehicle to cover less than 20 km or more than 110 km in a usual day.
In a typical day, a vehicle idles for 1 to 5 hours.
It is infrequent for a vehicle to make fewer than 20 stops or exceed 300 stops in a day.
It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
It is uncommon for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
It is unusual for a vehicle to take less than 0.08 hours or more than 0.2 hours to refuel in a day.
";8;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1
"Input text:
Textual context: On a usual day, a vehicle travels between 20 and 110 km.
A vehicle's operational hours range from 2 to 10 in a typical day.
It is unusual for the PTO to be engaged for less than 0.2 hours or more than 5 hours in a day.
It is rare for a vehicle to idle for less than 1 hour or more than 5 hours in a day.
In a typical day, a vehicle spends 1 to 5 hours driving.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
It is not common for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
It is unusual for a vehicle to take less than 0.08 hours or more than 0.2 hours to refuel in a day.
";8;1;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;1
"Input text:
Textual context: A vehicle typically operates for 2 to 10 hours each day.
It is unusual for the PTO to be engaged for less than 0.2 hours or more than 5 hours in a day.
In a typical day, a vehicle spends 1 to 5 hours driving.
In a typical day, a vehicle makes 20 to 250 stops with the PTO engaged.
It is uncommon for a vehicle's engine speed to be outside the range of 550 to 1600 rpm in a day.
It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
In a typical day, a vehicle's axle 3 load is between 4500 and 7500 kg.
In a typical day, a vehicle completes 50 to 300 compaction cycles.
";8;0;1;1;0;1;0;1;0;1;0;1;1;0;0;1;0;0
"Input text:
Textual context: A vehicle's PTO operates for 0.2 to 5 hours in a typical day.
A vehicle idling for less than 1 hour or more than 5 hours in a day is not common.
Each typical day, a vehicle stops between 20 and 300 times.
On a normal day, a vehicle’s speed ranges from 0 to 80 km/h.
It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
A vehicle's payload varies from 0 to 11000 kg in a typical day.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
";8;0;0;1;1;0;1;0;1;0;0;1;1;1;0;0;1;0
"Input text:
Textual context: It is rare for a vehicle to cover less than 20 km or more than 110 km in a usual day.
It is unlikely for a vehicle to operate for less than 2 hours or more than 10 hours in a typical day.
In a typical day, a vehicle's PTO is engaged for 0.2 to 5 hours.
During a normal day, a vehicle is driven for 1 to 5 hours.
Usually, a vehicle makes 20 to 250 stops with the PTO engaged per day.
On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.
On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
On a usual day, a vehicle's payload ranges from 0 to 11000 kg.
";8;1;1;1;0;1;0;1;0;0;1;0;1;1;0;0;0;0
"Input text:
Textual context: On a usual day, a vehicle travels between 20 and 110 km.
A vehicle typically operates for 2 to 10 hours each day.
In a typical day, a vehicle spends 1 to 5 hours driving.
On a normal day, a vehicle’s speed ranges from 0 to 80 km/h.
It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
A vehicle's payload varies from 0 to 11000 kg in a typical day.
It is not common for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
";8;1;1;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0
"Input text:
Textual context: In a typical day, a vehicle's total operational time ranges from 2 to 10 hours.
Typically, a vehicle idles for 1 to 5 hours daily.
Each typical day, a vehicle stops between 20 and 300 times.
Usually, a vehicle makes 20 to 250 stops with the PTO engaged per day.
On a typical day, a vehicle's speed varies between 0 and 80 km/h.
It is unlikely for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
A vehicle uses between 10 and 100 dm³ of fuel in a typical day.
On a normal day, a vehicle performs 50 to 300 compaction cycles.
";8;0;1;0;1;0;1;1;1;0;1;0;0;0;1;1;0;0
"Input text:
Textual context: During a typical day, a vehicle covers a distance of 20 to 110 km.
In a typical day, a vehicle idles for 1 to 5 hours.
In a typical day, a vehicle's speed ranges from 0 to 80 km/h.
In a typical day, a vehicle's axle 2 load is between 7000 and 11500 kg.
In a typical day, a vehicle's payload ranges from 0 to 11000 kg.
It is not common for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
In a typical day, a vehicle performs 50 to 300 lifter cycles.
Refueling a vehicle takes 0.08 to 0.2 hours in a typical day.
";8;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;1
"Input text:
Textual context: It is unusual for the PTO to be engaged for less than 0.2 hours or more than 5 hours in a day.
In a typical day, a vehicle idles for between 1 and 5 hours.
It is uncommon for a vehicle's engine speed to be outside the range of 550 to 1600 rpm in a day.
On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.
Each day, axle 2 carries between 7000 and 11500 kg of load.
A vehicle's payload varies from 0 to 11000 kg in a typical day.
In a typical day, a vehicle's total fuel consumption is between 10 and 100 dm³.
In a typical day, a vehicle completes 50 to 300 lifter cycles.
";8;0;0;1;1;0;0;0;0;1;1;1;0;1;1;0;1;0
"Input text:
Textual context: It is unlikely for a vehicle to operate for less than 2 hours or more than 10 hours in a typical day.
On a normal day, the PTO operates for 0.2 to 5 hours.
A vehicle idling for less than 1 hour or more than 5 hours in a day is not common.
It is unusual for a vehicle to operate at speeds outside the range of 0 to 80 km/h in a day.
Each day, axle 3 carries between 4500 and 7500 kg of load.
It is not typical for a vehicle to have a payload outside the range of 0 to 11000 kg in a day.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
";8;0;1;1;1;0;0;0;1;0;0;0;1;1;1;0;1;0
"Input text:
Textual context: On a usual day, a vehicle travels between 20 and 110 km.
It is unlikely for a vehicle to operate for less than 2 hours or more than 10 hours in a typical day.
In a typical day, a vehicle's PTO is engaged for 0.2 to 5 hours.
It is not common for a vehicle to drive for less than 1 hour or more than 5 hours in a day.
In a typical day, a vehicle makes 20 to 300 stops.
It is unusual for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
It is not typical for a vehicle to have a payload outside the range of 0 to 11000 kg in a day.
In a typical day, a vehicle completes 50 to 300 compaction cycles.
";8;1;1;1;0;1;1;0;0;0;0;1;0;1;0;1;0;0
"Input text:
Textual context: On a usual day, a vehicle travels between 20 and 110 km.
In a typical day, a vehicle idles for 1 to 5 hours.
It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
In a typical day, a vehicle's speed ranges from 0 to 80 km/h.
In a typical day, a vehicle's axle 1 load is between 2000 and 8000 kg.
It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
In a typical day, a vehicle's payload ranges from 0 to 11000 kg.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
";8;1;0;0;1;0;0;1;1;0;1;1;0;1;0;0;1;0
"Input text:
Textual context: A vehicle typically operates for 2 to 10 hours each day.
In a typical day, a vehicle idles for 1 to 5 hours.
On a typical day, a vehicle's speed varies between 0 and 80 km/h.
In a typical day, a vehicle's engine speed is between 550 and 1600 rpm.
Each day, axle 2 carries between 7000 and 11500 kg of load.
Typically, a vehicle consumes 10 to 100 dm³ of fuel in a day.
On a normal day, a vehicle performs 50 to 300 compaction cycles.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
";8;0;1;0;1;0;0;0;1;1;0;1;0;0;1;1;1;0
"Input text:
Textual context: On a usual day, a vehicle travels between 20 and 110 km.
A vehicle's PTO operates for 0.2 to 5 hours in a typical day.
Typically, a vehicle idles for 1 to 5 hours daily.
A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
Each day, axle 1 carries between 2000 and 8000 kg of load.
It is uncommon for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
In a typical day, a vehicle completes 50 to 300 compaction cycles.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
";8;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;1;0
"Input text:
Textual context: In a typical day, a vehicle's PTO is engaged for 0.2 to 5 hours.
Typically, a vehicle idles for 1 to 5 hours daily.
In a typical day, a vehicle spends 1 to 5 hours driving.
It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
Each day, a vehicle makes 20 to 250 stops with the PTO in use.
It is not common for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
In a typical day, a vehicle's axle 3 load is between 4500 and 7500 kg.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
";8;0;0;1;1;1;1;1;0;0;1;0;1;0;1;0;0;0
"Input text:
Textual context: In a typical day, a vehicle's PTO is engaged for 0.2 to 5 hours.
A vehicle spends 1 to 5 hours driving each typical day.
Usually, a vehicle makes 20 to 250 stops with the PTO engaged per day.
On a typical day, a vehicle's engine operates at 550 to 1600 rpm.
On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.
It is uncommon for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.
";8;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;1;1
"Input text:
Textual context: A vehicle typically operates for 2 to 10 hours each day.
It is not typical for the PTO to be engaged for under 0.2 hours or over 5 hours in a day.
It is infrequent for a vehicle to make fewer than 20 stops or exceed 300 stops in a day.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
It is uncommon for a vehicle's engine speed to be outside the range of 550 to 1600 rpm in a day.
Each day, axle 2 carries between 7000 and 11500 kg of load.
A vehicle's payload varies from 0 to 11000 kg in a typical day.
Refueling a vehicle takes 0.08 to 0.2 hours in a typical day.
";8;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0;1
"Input text:
Textual context: It is uncommon for a vehicle to spend less than 1 hour or more than 5 hours driving in a day.
Normally, a vehicle makes 20 to 300 stops in a day.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
It is uncommon for a vehicle's engine speed to be outside the range of 550 to 1600 rpm in a day.
It is not common for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
It is not typical for a vehicle to have a payload outside the range of 0 to 11000 kg in a day.
In a typical day, a vehicle's total fuel consumption is between 10 and 100 dm³.
It is uncommon for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
";8;0;0;0;0;1;1;0;1;1;1;0;0;1;1;1;0;0
"Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
A vehicle's PTO operates for 0.2 to 5 hours in a typical day.
In a typical day, a vehicle spends 1 to 5 hours driving.
Each typical day, a vehicle stops between 20 and 300 times.
It is not common for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
Each day, axle 2 carries between 7000 and 11500 kg of load.
It is not common for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
Refueling a vehicle takes 0.08 to 0.2 hours in a typical day.
";8;1;0;1;0;1;1;0;0;0;1;1;0;0;0;1;0;1
"Input text:
Textual context: During a typical day, a vehicle covers a distance of 20 to 110 km.
In a typical day, a vehicle's total operational time ranges from 2 to 10 hours.
On a normal day, the PTO operates for 0.2 to 5 hours.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
In a usual day, the engine speed of a vehicle is between 550 and 1600 rpm.
On a typical day, the load on axle 2 ranges from 7000 to 11500 kg.
It is uncommon for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
Refueling a vehicle takes 0.08 to 0.2 hours in a typical day.
";8;1;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;1
"Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
A vehicle typically operates for 2 to 10 hours each day.
It is not typical for the PTO to be engaged for under 0.2 hours or over 5 hours in a day.
It is not common for a vehicle to drive for less than 1 hour or more than 5 hours in a day.
On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
It is not typical for a vehicle to have a payload outside the range of 0 to 11000 kg in a day.
It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
On a usual day, refueling takes between 0.08 and 0.2 hours.
";8;1;1;1;0;1;0;0;0;0;0;0;1;1;0;0;1;1
"Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
A vehicle's operational hours range from 2 to 10 in a typical day.
A vehicle spends 1 to 5 hours driving each typical day.
On a typical day, a vehicle's engine operates at 550 to 1600 rpm.
It is unlikely for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
Each day, axle 3 carries between 4500 and 7500 kg of load.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
Refueling a vehicle takes 0.08 to 0.2 hours in a typical day.
";9;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;1
"Input text:
Textual context: It is infrequent for a vehicle to operate for fewer than 2 hours or more than 10 hours in a typical day.
In a typical day, a vehicle spends 1 to 5 hours driving.
Each typical day, a vehicle stops between 20 and 300 times.
In a usual day, the engine speed of a vehicle is between 550 and 1600 rpm.
In a typical day, a vehicle's payload ranges from 0 to 11000 kg.
In a typical day, a vehicle's total fuel consumption is between 10 and 100 dm³.
On a normal day, a vehicle performs 50 to 300 compaction cycles.
It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
In a typical day, a vehicle refuels for 0.08 to 0.2 hours.
";9;0;1;0;0;1;1;0;0;1;0;0;0;1;1;1;1;1
"Input text:
Textual context: During a typical day, a vehicle covers a distance of 20 to 110 km.
A vehicle typically operates for 2 to 10 hours each day.
It is uncommon for a vehicle to spend less than 1 hour or more than 5 hours driving in a day.
It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
In a typical day, a vehicle makes 20 to 250 stops with the PTO engaged.
It is uncommon for a vehicle's engine speed to be outside the range of 550 to 1600 rpm in a day.
Each day, axle 3 carries between 4500 and 7500 kg of load.
A vehicle uses between 10 and 100 dm³ of fuel in a typical day.
It is not common for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
";9;1;1;0;0;1;1;1;0;1;0;0;1;0;1;1;0;0
"Input text:
Textual context: On a usual day, a vehicle travels between 20 and 110 km.
A vehicle idling for less than 1 hour or more than 5 hours in a day is not common.
It is not common for a vehicle to drive for less than 1 hour or more than 5 hours in a day.
It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
It is unusual for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
It is infrequent for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
It is unusual for a vehicle to take less than 0.08 hours or more than 0.2 hours to refuel in a day.
";9;1;0;0;1;1;1;0;0;1;0;1;1;0;0;0;1;1
"Input text:
Textual context: On a usual day, a vehicle travels between 20 and 110 km.
In a typical day, a vehicle's total operational time ranges from 2 to 10 hours.
A vehicle's PTO operates for 0.2 to 5 hours in a typical day.
In a typical day, a vehicle spends 1 to 5 hours driving.
In a typical day, a vehicle makes 20 to 300 stops.
On a typical day, a vehicle's speed varies between 0 and 80 km/h.
It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
In a typical day, a vehicle's total fuel consumption is between 10 and 100 dm³.
In a typical day, a vehicle performs 50 to 300 lifter cycles.
";9;1;1;1;0;1;1;0;1;1;0;0;0;0;1;0;1;0
"Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
It is infrequent for a vehicle to operate for fewer than 2 hours or more than 10 hours in a typical day.
In a typical day, a vehicle idles for 1 to 5 hours.
A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
In a typical day, a vehicle's engine speed is between 550 and 1600 rpm.
In a typical day, a vehicle's payload ranges from 0 to 11000 kg.
In a typical day, a vehicle's total fuel consumption is between 10 and 100 dm³.
It is infrequent for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
";9;1;1;0;1;0;0;1;1;1;0;0;0;1;1;0;1;0
"Input text:
Textual context: A vehicle's operational hours range from 2 to 10 in a typical day.
It is not typical for the PTO to be engaged for under 0.2 hours or over 5 hours in a day.
Normally, a vehicle makes 20 to 300 stops in a day.
A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
Each day, axle 1 carries between 2000 and 8000 kg of load.
On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
A vehicle uses between 10 and 100 dm³ of fuel in a typical day.
It is uncommon for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
";9;0;1;1;0;0;1;1;1;0;1;0;1;0;1;1;0;0
"Input text:
Textual context: It is rare for a vehicle to cover less than 20 km or more than 110 km in a usual day.
It is infrequent for a vehicle to operate for fewer than 2 hours or more than 10 hours in a typical day.
It is not typical for the PTO to be engaged for under 0.2 hours or over 5 hours in a day.
Each typical day, a vehicle stops between 20 and 300 times.
On a typical day, a vehicle's speed varies between 0 and 80 km/h.
In a typical day, a vehicle's engine speed is between 550 and 1600 rpm.
It is unusual for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
It is uncommon for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
In a typical day, a vehicle refuels for 0.08 to 0.2 hours.
";9;1;1;1;0;0;1;0;1;1;0;1;1;0;0;0;0;1
"Input text:
Textual context: It is rare for a vehicle to cover less than 20 km or more than 110 km in a usual day.
A vehicle typically operates for 2 to 10 hours each day.
It is not typical for the PTO to be engaged for under 0.2 hours or over 5 hours in a day.
In a typical day, a vehicle idles for 1 to 5 hours.
A vehicle spends 1 to 5 hours driving each typical day.
Normally, a vehicle makes 20 to 300 stops in a day.
A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
It is infrequent for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
";9;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0
"Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
A vehicle's PTO operates for 0.2 to 5 hours in a typical day.
A vehicle idling for less than 1 hour or more than 5 hours in a day is not common.
Each typical day, a vehicle stops between 20 and 300 times.
In a typical day, a vehicle's speed ranges from 0 to 80 km/h.
In a typical day, a vehicle's axle 3 load is between 4500 and 7500 kg.
In a typical day, a vehicle performs 50 to 300 compaction cycles.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
On a usual day, refueling takes between 0.08 and 0.2 hours.
";9;1;0;1;1;0;1;0;1;0;0;0;1;0;0;1;1;1
"Input text:
Textual context: During a typical day, a vehicle covers a distance of 20 to 110 km.
In a typical day, a vehicle's total operational time ranges from 2 to 10 hours.
It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
In a typical day, a vehicle's speed ranges from 0 to 80 km/h.
On a typical day, a vehicle's engine operates at 550 to 1600 rpm.
A payload outside the range of 0 to 11000 kg in a day is unlikely for a vehicle.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
In a typical day, a vehicle completes 50 to 300 lifter cycles.
In a typical day, a vehicle refuels for 0.08 to 0.2 hours.
";9;1;1;0;0;0;0;1;1;1;0;0;0;1;1;0;1;1
"Input text:
Textual context: During a typical day, a vehicle covers a distance of 20 to 110 km.
Normally, a vehicle makes 20 to 300 stops in a day.
On a normal day, a vehicle’s speed ranges from 0 to 80 km/h.
In a usual day, the engine speed of a vehicle is between 550 and 1600 rpm.
Each day, axle 1 carries between 2000 and 8000 kg of load.
On a usual day, a vehicle's payload ranges from 0 to 11000 kg.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
In a typical day, a vehicle performs 50 to 300 compaction cycles.
It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
";9;1;0;0;0;0;1;0;1;1;1;0;0;1;1;1;1;0
"Input text:
Textual context: On a usual day, a vehicle travels between 20 and 110 km.
A vehicle's operational hours range from 2 to 10 in a typical day.
On a normal day, the PTO operates for 0.2 to 5 hours.
A vehicle idling for less than 1 hour or more than 5 hours in a day is not common.
On a typical day, a vehicle's speed varies between 0 and 80 km/h.
It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
It is uncommon for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
It is infrequent for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
";9;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0;1;0
"Input text:
Textual context: In a typical day, a vehicle idles for 1 to 5 hours.
In a typical day, a vehicle spends 1 to 5 hours driving.
Normally, a vehicle makes 20 to 300 stops in a day.
A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
Each day, axle 1 carries between 2000 and 8000 kg of load.
On a typical day, the load on axle 2 ranges from 7000 to 11500 kg.
It is uncommon for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
Typically, a vehicle consumes 10 to 100 dm³ of fuel in a day.
It is unusual for a vehicle to take less than 0.08 hours or more than 0.2 hours to refuel in a day.
";9;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;1
"Input text:
Textual context: During a typical day, a vehicle covers a distance of 20 to 110 km.
In a typical day, a vehicle's total operational time ranges from 2 to 10 hours.
On a normal day, the PTO operates for 0.2 to 5 hours.
It is uncommon for a vehicle to spend less than 1 hour or more than 5 hours driving in a day.
It is unusual for a vehicle to operate at speeds outside the range of 0 to 80 km/h in a day.
In a usual day, the engine speed of a vehicle is between 550 and 1600 rpm.
On a typical day, the load on axle 1 ranges from 2000 to 8000 kg.
On a typical day, the load on axle 2 ranges from 7000 to 11500 kg.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
";9;1;1;1;0;1;0;0;1;1;1;1;0;0;0;0;1;0
"Input text:
Textual context: A vehicle's PTO operates for 0.2 to 5 hours in a typical day.
A vehicle spends 1 to 5 hours driving each typical day.
Normally, a vehicle makes 20 to 300 stops in a day.
In a typical day, a vehicle's speed ranges from 0 to 80 km/h.
It is uncommon for a vehicle's engine speed to be outside the range of 550 to 1600 rpm in a day.
In a typical day, a vehicle's axle 1 load is between 2000 and 8000 kg.
It is infrequent for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
It is not common for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
";9;0;0;1;0;1;1;0;1;1;1;0;1;0;0;1;1;0
"Input text:
Textual context: It is unlikely for a vehicle to operate for less than 2 hours or more than 10 hours in a typical day.
Typically, a vehicle idles for 1 to 5 hours daily.
Normally, a vehicle makes 20 to 300 stops in a day.
It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
It is not common for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
A vehicle's payload varies from 0 to 11000 kg in a typical day.
In a typical day, a vehicle's total fuel consumption is between 10 and 100 dm³.
It is infrequent for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
";9;0;1;0;1;0;1;1;1;0;1;0;0;1;1;0;1;0
"Input text:
Textual context: During a typical day, a vehicle covers a distance of 20 to 110 km.
It is unlikely for a vehicle to operate for less than 2 hours or more than 10 hours in a typical day.
Typically, a vehicle idles for 1 to 5 hours daily.
A vehicle spends 1 to 5 hours driving each typical day.
A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
It is infrequent for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
A payload outside the range of 0 to 11000 kg in a day is unlikely for a vehicle.
It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.
";9;1;1;0;1;1;0;1;0;0;0;1;1;1;0;0;0;1
"Input text:
Textual context: A vehicle's operational hours range from 2 to 10 in a typical day.
It is unusual for the PTO to be engaged for less than 0.2 hours or more than 5 hours in a day.
During a normal day, a vehicle is driven for 1 to 5 hours.
Normally, a vehicle makes 20 to 300 stops in a day.
In a typical day, a vehicle's speed ranges from 0 to 80 km/h.
In a typical day, a vehicle's engine speed is between 550 and 1600 rpm.
It is unlikely for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
In a typical day, a vehicle's axle 3 load is between 4500 and 7500 kg.
";9;0;1;1;0;1;1;0;1;1;1;1;1;0;0;0;0;0
"Input text:
Textual context: It is infrequent for a vehicle to operate for fewer than 2 hours or more than 10 hours in a typical day.
It is infrequent for a vehicle to make fewer than 20 stops or exceed 300 stops in a day.
It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
It is not common for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
In a typical day, a vehicle's axle 2 load is between 7000 and 11500 kg.
A payload outside the range of 0 to 11000 kg in a day is unlikely for a vehicle.
On a normal day, a vehicle performs 50 to 300 compaction cycles.
It is infrequent for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.
";9;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1
"Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
It is unusual for the PTO to be engaged for less than 0.2 hours or more than 5 hours in a day.
Typically, a vehicle idles for 1 to 5 hours daily.
During a normal day, a vehicle is driven for 1 to 5 hours.
In a typical day, a vehicle makes 20 to 300 stops.
It is not common for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
On a usual day, a vehicle's payload ranges from 0 to 11000 kg.
In a typical day, a vehicle performs 50 to 300 compaction cycles.
In a typical day, a vehicle completes 50 to 300 lifter cycles.
";9;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0
